Agent,Answered (Y/N),Avg Talk Duration,Call Id,Date,Resolved,Time,Topic,Satisfaction rating,Speed of answer in seconds
Dan,N,,ID2261,2021-02-09,N,30-12-1899 12:28:48,Payment related,,
Dan,N,,ID2394,2021-02-11,N,30-12-1899 12:15:50,Payment related,,
Dan,N,,ID2494,2021-02-13,N,30-12-1899 10:33:36,Payment related,,
Dan,N,,ID2565,2021-02-14,N,30-12-1899 14:21:07,Payment related,,
Dan,N,,ID2835,2021-02-19,N,30-12-1899 10:46:34,Payment related,,
Dan,N,,ID3336,2021-02-28,N,30-12-1899 10:07:41,Payment related,,
Dan,N,,ID3436,2021-03-01,N,30-12-1899 14:55:41,Payment related,,
Dan,N,,ID3459,2021-03-02,N,30-12-1899 10:23:31,Payment related,,
Dan,N,,ID4431,2021-03-20,N,30-12-1899 11:12:29,Payment related,,
Dan,N,,ID4491,2021-03-21,N,30-12-1899 11:31:12,Payment related,,
Dan,N,,ID4588,2021-03-22,N,30-12-1899 17:39:50,Payment related,,
Dan,N,,ID4649,2021-03-24,N,30-12-1899 09:59:02,Payment related,,
Dan,N,,ID4876,2021-03-28,N,30-12-1899 16:04:48,Payment related,,
Dan,N,,ID4995,2021-03-31,N,30-12-1899 15:33:07,Payment related,,
Diane,N,,ID1120,2021-01-20,N,30-12-1899 13:59:31,Payment related,,
Diane,N,,ID1591,2021-01-29,N,30-12-1899 11:57:07,Payment related,,
Diane,N,,ID1684,2021-01-30,N,30-12-1899 15:44:38,Payment related,,
Diane,N,,ID2009,2021-02-04,N,30-12-1899 15:46:05,Payment related,,
Diane,N,,ID2138,2021-02-06,N,30-12-1899 15:53:17,Payment related,,
Diane,N,,ID2159,2021-02-07,N,30-12-1899 10:13:26,Payment related,,
Diane,N,,ID2387,2021-02-11,N,30-12-1899 12:00:00,Payment related,,
Diane,N,,ID2531,2021-02-13,N,30-12-1899 16:50:53,Payment related,,
Diane,N,,ID2673,2021-02-16,N,30-12-1899 12:50:24,Payment related,,
Diane,N,,ID2761,2021-02-17,N,30-12-1899 16:06:14,Payment related,,
Diane,N,,ID2863,2021-02-19,N,30-12-1899 15:33:07,Payment related,,
Diane,N,,ID3123,2021-02-24,N,30-12-1899 15:21:36,Payment related,,
Diane,N,,ID3210,2021-02-25,N,30-12-1899 17:06:43,Payment related,,
Diane,N,,ID3280,2021-02-27,N,30-12-1899 09:50:24,Payment related,,
Diane,N,,ID3649,2021-03-05,N,30-12-1899 12:11:31,Payment related,,
Diane,N,,ID3872,2021-03-09,N,30-12-1899 11:03:50,Payment related,,
Diane,N,,ID3884,2021-03-09,N,30-12-1899 15:21:36,Payment related,,
Diane,N,,ID3993,2021-03-11,N,30-12-1899 13:50:53,Payment related,,
Diane,N,,ID4271,2021-03-16,N,30-12-1899 16:00:29,Payment related,,
Diane,N,,ID4408,2021-03-19,N,30-12-1899 15:21:36,Payment related,,
Diane,N,,ID4453,2021-03-20,N,30-12-1899 15:23:02,Payment related,,
Diane,N,,ID4497,2021-03-21,N,30-12-1899 12:00:00,Payment related,,
Diane,N,,ID4539,2021-03-22,N,30-12-1899 09:44:38,Payment related,,
Greg,N,,ID1296,2021-01-24,N,30-12-1899 09:54:43,Payment related,,
Greg,N,,ID1469,2021-01-27,N,30-12-1899 09:54:43,Payment related,,
Greg,N,,ID1578,2021-01-29,N,30-12-1899 09:08:38,Payment related,,
Greg,N,,ID1830,2021-02-01,N,30-12-1899 16:46:34,Payment related,,
Greg,N,,ID1834,2021-02-01,N,30-12-1899 17:24:00,Payment related,,
Greg,N,,ID1863,2021-02-02,N,30-12-1899 13:46:34,Payment related,,
Greg,N,,ID2602,2021-02-15,N,30-12-1899 10:01:55,Payment related,,
Greg,N,,ID2969,2021-02-21,N,30-12-1899 13:35:02,Payment related,,
Greg,N,,ID3040,2021-02-22,N,30-12-1899 16:55:12,Payment related,,
Greg,N,,ID3229,2021-02-26,N,30-12-1899 11:36:58,Payment related,,
Greg,N,,ID3234,2021-02-26,N,30-12-1899 11:45:36,Payment related,,
Greg,N,,ID3478,2021-03-02,N,30-12-1899 13:07:41,Payment related,,
Greg,N,,ID3750,2021-03-06,N,30-12-1899 17:22:34,Payment related,,
Greg,N,,ID3964,2021-03-11,N,30-12-1899 10:30:43,Payment related,,
Greg,N,,ID4034,2021-03-12,N,30-12-1899 10:09:07,Payment related,,
Greg,N,,ID4211,2021-03-15,N,30-12-1899 17:11:02,Payment related,,
Greg,N,,ID4370,2021-03-18,N,30-12-1899 16:58:05,Payment related,,
Greg,N,,ID4693,2021-03-25,N,30-12-1899 09:01:26,Payment related,,
Greg,N,,ID4706,2021-03-25,N,30-12-1899 10:53:46,Payment related,,
Greg,N,,ID4817,2021-03-27,N,30-12-1899 14:19:41,Payment related,,
Jim,N,,ID1725,2021-01-31,N,30-12-1899 11:32:38,Payment related,,
Jim,N,,ID2197,2021-02-07,N,30-12-1899 16:35:02,Payment related,,
Jim,N,,ID2486,2021-02-13,N,30-12-1899 09:36:00,Payment related,,
Jim,N,,ID2561,2021-02-14,N,30-12-1899 13:46:34,Payment related,,
Jim,N,,ID2652,2021-02-15,N,30-12-1899 17:45:36,Payment related,,
Jim,N,,ID2727,2021-02-17,N,30-12-1899 11:24:00,Payment related,,
Jim,N,,ID2797,2021-02-18,N,30-12-1899 11:25:26,Payment related,,
Jim,N,,ID2815,2021-02-18,N,30-12-1899 14:52:48,Payment related,,
Jim,N,,ID2819,2021-02-18,N,30-12-1899 16:00:29,Payment related,,
Jim,N,,ID3139,2021-02-24,N,30-12-1899 17:13:55,Payment related,,
Jim,N,,ID3754,2021-03-07,N,30-12-1899 09:59:02,Payment related,,
Jim,N,,ID3919,2021-03-10,N,30-12-1899 12:48:58,Payment related,,
Jim,N,,ID4138,2021-03-14,N,30-12-1899 11:36:58,Payment related,,
Jim,N,,ID4190,2021-03-15,N,30-12-1899 12:10:05,Payment related,,
Jim,N,,ID4368,2021-03-18,N,30-12-1899 16:30:43,Payment related,,
Jim,N,,ID4397,2021-03-19,N,30-12-1899 12:59:02,Payment related,,
Jim,N,,ID4985,2021-03-31,N,30-12-1899 12:50:24,Payment related,,
Joe,N,,ID1157,2021-01-21,N,30-12-1899 15:47:31,Payment related,,
Joe,N,,ID1672,2021-01-30,N,30-12-1899 14:00:58,Payment related,,
Joe,N,,ID1817,2021-02-01,N,30-12-1899 14:32:38,Payment related,,
Joe,N,,ID1832,2021-02-01,N,30-12-1899 17:12:29,Payment related,,
Joe,N,,ID1975,2021-02-04,N,30-12-1899 11:45:36,Payment related,,
Joe,N,,ID2282,2021-02-09,N,30-12-1899 14:29:46,Payment related,,
Joe,N,,ID2438,2021-02-12,N,30-12-1899 09:12:58,Payment related,,
Joe,N,,ID2789,2021-02-18,N,30-12-1899 10:37:55,Payment related,,
Joe,N,,ID2828,2021-02-19,N,30-12-1899 09:01:26,Payment related,,
Joe,N,,ID3082,2021-02-23,N,30-12-1899 14:54:14,Payment related,,
Joe,N,,ID3129,2021-02-24,N,30-12-1899 16:07:41,Payment related,,
Joe,N,,ID3543,2021-03-03,N,30-12-1899 15:27:22,Payment related,,
Joe,N,,ID3576,2021-03-04,N,30-12-1899 09:54:43,Payment related,,
Joe,N,,ID3913,2021-03-10,N,30-12-1899 10:22:05,Payment related,,
Joe,N,,ID4021,2021-03-11,N,30-12-1899 17:39:50,Payment related,,
Joe,N,,ID4462,2021-03-20,N,30-12-1899 15:44:38,Payment related,,
Joe,N,,ID4630,2021-03-23,N,30-12-1899 16:48:00,Payment related,,
Joe,N,,ID4635,2021-03-23,N,30-12-1899 17:39:50,Payment related,,
Joe,N,,ID4814,2021-03-27,N,30-12-1899 13:30:43,Payment related,,
Martha,N,,ID1217,2021-01-22,N,30-12-1899 16:01:55,Payment related,,
Martha,N,,ID1707,2021-01-30,N,30-12-1899 17:25:26,Payment related,,
Martha,N,,ID2046,2021-02-05,N,30-12-1899 11:13:55,Payment related,,
Martha,N,,ID2121,2021-02-06,N,30-12-1899 12:12:58,Payment related,,
Martha,N,,ID2131,2021-02-06,N,30-12-1899 13:43:41,Payment related,,
Martha,N,,ID2199,2021-02-07,N,30-12-1899 16:39:22,Payment related,,
Martha,N,,ID2481,2021-02-13,N,30-12-1899 09:14:24,Payment related,,
Martha,N,,ID2844,2021-02-19,N,30-12-1899 12:15:50,Payment related,,
Martha,N,,ID3016,2021-02-22,N,30-12-1899 13:30:43,Payment related,,
Martha,N,,ID3146,2021-02-24,N,30-12-1899 17:36:58,Payment related,,
Martha,N,,ID3256,2021-02-26,N,30-12-1899 16:29:17,Payment related,,
Martha,N,,ID3698,2021-03-06,N,30-12-1899 10:17:46,Payment related,,
Martha,N,,ID3716,2021-03-06,N,30-12-1899 12:18:43,Payment related,,
Martha,N,,ID3904,2021-03-10,N,30-12-1899 09:12:58,Payment related,,
Martha,N,,ID4708,2021-03-25,N,30-12-1899 11:00:58,Payment related,,
Stewart,N,,ID1284,2021-01-23,N,30-12-1899 17:44:10,Payment related,,
Stewart,N,,ID1414,2021-01-26,N,30-12-1899 10:40:48,Payment related,,
Stewart,N,,ID1580,2021-01-29,N,30-12-1899 09:20:10,Payment related,,
Stewart,N,,ID1674,2021-01-30,N,30-12-1899 14:09:36,Payment related,,
Stewart,N,,ID1880,2021-02-02,N,30-12-1899 17:11:02,Payment related,,
Stewart,N,,ID1950,2021-02-03,N,30-12-1899 17:03:50,Payment related,,
Stewart,N,,ID1996,2021-02-04,N,30-12-1899 13:23:31,Payment related,,
Stewart,N,,ID2322,2021-02-10,N,30-12-1899 11:51:22,Payment related,,
Stewart,N,,ID2395,2021-02-11,N,30-12-1899 12:30:14,Payment related,,
Stewart,N,,ID2404,2021-02-11,N,30-12-1899 12:57:36,Payment related,,
Stewart,N,,ID2721,2021-02-17,N,30-12-1899 10:03:22,Payment related,,
Stewart,N,,ID2975,2021-02-21,N,30-12-1899 14:29:46,Payment related,,
Stewart,N,,ID3532,2021-03-03,N,30-12-1899 13:12:00,Payment related,,
Stewart,N,,ID3670,2021-03-05,N,30-12-1899 15:51:50,Payment related,,
Stewart,N,,ID4198,2021-03-15,N,30-12-1899 13:52:19,Payment related,,
Stewart,N,,ID4341,2021-03-18,N,30-12-1899 12:02:53,Payment related,,
Stewart,N,,ID4390,2021-03-19,N,30-12-1899 11:13:55,Payment related,,
Stewart,N,,ID4417,2021-03-19,N,30-12-1899 16:33:36,Payment related,,
Stewart,N,,ID4501,2021-03-21,N,30-12-1899 12:53:17,Payment related,,
Stewart,N,,ID4509,2021-03-21,N,30-12-1899 13:49:26,Payment related,,
Stewart,N,,ID4673,2021-03-24,N,30-12-1899 14:39:50,Payment related,,
Becky,N,,ID1381,2021-01-25,N,30-12-1899 14:11:02,Streaming,,
Becky,N,,ID1426,2021-01-26,N,30-12-1899 12:48:58,Streaming,,
Becky,N,,ID2642,2021-02-15,N,30-12-1899 15:47:31,Streaming,,
Becky,N,,ID2736,2021-02-17,N,30-12-1899 12:05:46,Streaming,,
Becky,N,,ID3000,2021-02-22,N,30-12-1899 09:44:38,Streaming,,
Becky,N,,ID3253,2021-02-26,N,30-12-1899 16:04:48,Streaming,,
Becky,N,,ID3668,2021-03-05,N,30-12-1899 15:15:50,Streaming,,
Becky,N,,ID3731,2021-03-06,N,30-12-1899 14:28:19,Streaming,,
Becky,N,,ID4186,2021-03-15,N,30-12-1899 11:09:36,Streaming,,
Becky,N,,ID4916,2021-03-29,N,30-12-1899 13:30:43,Streaming,,
Dan,N,,ID1135,2021-01-21,N,30-12-1899 09:37:26,Streaming,,
Dan,N,,ID1647,2021-01-30,N,30-12-1899 11:12:29,Streaming,,
Dan,N,,ID1768,2021-01-31,N,30-12-1899 16:56:38,Streaming,,
Dan,N,,ID1891,2021-02-03,N,30-12-1899 10:09:07,Streaming,,
Dan,N,,ID1904,2021-02-03,N,30-12-1899 11:13:55,Streaming,,
Dan,N,,ID2043,2021-02-05,N,30-12-1899 10:49:26,Streaming,,
Dan,N,,ID2801,2021-02-18,N,30-12-1899 11:38:24,Streaming,,
Dan,N,,ID3955,2021-03-11,N,30-12-1899 09:57:36,Streaming,,
Dan,N,,ID4170,2021-03-14,N,30-12-1899 17:57:07,Streaming,,
Dan,N,,ID4236,2021-03-16,N,30-12-1899 11:12:29,Streaming,,
Dan,N,,ID4310,2021-03-17,N,30-12-1899 16:20:38,Streaming,,
Dan,N,,ID4926,2021-03-29,N,30-12-1899 14:58:34,Streaming,,
Dan,N,,ID4954,2021-03-30,N,30-12-1899 12:01:26,Streaming,,
Diane,N,,ID1254,2021-01-23,N,30-12-1899 11:44:10,Streaming,,
Diane,N,,ID1383,2021-01-25,N,30-12-1899 14:12:29,Streaming,,
Diane,N,,ID1500,2021-01-27,N,30-12-1899 15:23:02,Streaming,,
Diane,N,,ID1561,2021-01-28,N,30-12-1899 16:13:26,Streaming,,
Diane,N,,ID1844,2021-02-01,N,30-12-1899 17:57:07,Streaming,,
Diane,N,,ID1865,2021-02-02,N,30-12-1899 13:46:34,Streaming,,
Diane,N,,ID1888,2021-02-03,N,30-12-1899 09:41:46,Streaming,,
Diane,N,,ID1948,2021-02-03,N,30-12-1899 16:58:05,Streaming,,
Diane,N,,ID1967,2021-02-04,N,30-12-1899 10:33:36,Streaming,,
Diane,N,,ID1983,2021-02-04,N,30-12-1899 12:20:10,Streaming,,
Diane,N,,ID2127,2021-02-06,N,30-12-1899 13:03:22,Streaming,,
Diane,N,,ID2480,2021-02-12,N,30-12-1899 17:52:48,Streaming,,
Diane,N,,ID3516,2021-03-03,N,30-12-1899 09:20:10,Streaming,,
Diane,N,,ID3831,2021-03-08,N,30-12-1899 14:35:31,Streaming,,
Diane,N,,ID4564,2021-03-22,N,30-12-1899 13:32:10,Streaming,,
Diane,N,,ID4620,2021-03-23,N,30-12-1899 16:20:38,Streaming,,
Greg,N,,ID1466,2021-01-27,N,30-12-1899 09:38:53,Streaming,,
Greg,N,,ID1720,2021-01-31,N,30-12-1899 09:24:29,Streaming,,
Greg,N,,ID1789,2021-02-01,N,30-12-1899 11:18:14,Streaming,,
Greg,N,,ID1889,2021-02-03,N,30-12-1899 09:48:58,Streaming,,
Greg,N,,ID1921,2021-02-03,N,30-12-1899 13:32:10,Streaming,,
Greg,N,,ID2695,2021-02-16,N,30-12-1899 16:29:17,Streaming,,
Greg,N,,ID2766,2021-02-17,N,30-12-1899 16:27:50,Streaming,,
Greg,N,,ID2910,2021-02-20,N,30-12-1899 13:35:02,Streaming,,
Greg,N,,ID3180,2021-02-25,N,30-12-1899 12:05:46,Streaming,,
Greg,N,,ID3246,2021-02-26,N,30-12-1899 14:54:14,Streaming,,
Greg,N,,ID3277,2021-02-27,N,30-12-1899 09:46:05,Streaming,,
Greg,N,,ID3279,2021-02-27,N,30-12-1899 09:50:24,Streaming,,
Greg,N,,ID3603,2021-03-04,N,30-12-1899 13:36:29,Streaming,,
Greg,N,,ID3768,2021-03-07,N,30-12-1899 13:06:14,Streaming,,
Greg,N,,ID3915,2021-03-10,N,30-12-1899 10:26:24,Streaming,,
Greg,N,,ID3987,2021-03-11,N,30-12-1899 12:57:36,Streaming,,
Greg,N,,ID4622,2021-03-23,N,30-12-1899 16:24:58,Streaming,,
Greg,N,,ID4805,2021-03-27,N,30-12-1899 12:23:02,Streaming,,
Greg,N,,ID4971,2021-03-30,N,30-12-1899 17:13:55,Streaming,,
Jim,N,,ID1214,2021-01-22,N,30-12-1899 15:30:14,Streaming,,
Jim,N,,ID1740,2021-01-31,N,30-12-1899 12:37:26,Streaming,,
Jim,N,,ID1757,2021-01-31,N,30-12-1899 15:38:53,Streaming,,
Jim,N,,ID1924,2021-02-03,N,30-12-1899 13:33:36,Streaming,,
Jim,N,,ID2008,2021-02-04,N,30-12-1899 15:34:34,Streaming,,
Jim,N,,ID2484,2021-02-13,N,30-12-1899 09:33:07,Streaming,,
Jim,N,,ID2806,2021-02-18,N,30-12-1899 13:33:36,Streaming,,
Jim,N,,ID2912,2021-02-20,N,30-12-1899 13:56:38,Streaming,,
Jim,N,,ID2995,2021-02-21,N,30-12-1899 17:49:55,Streaming,,
Jim,N,,ID3005,2021-02-22,N,30-12-1899 11:29:46,Streaming,,
Jim,N,,ID3258,2021-02-26,N,30-12-1899 16:49:26,Streaming,,
Jim,N,,ID3334,2021-02-28,N,30-12-1899 09:30:14,Streaming,,
Jim,N,,ID3467,2021-03-02,N,30-12-1899 11:08:10,Streaming,,
Jim,N,,ID3687,2021-03-05,N,30-12-1899 17:34:05,Streaming,,
Jim,N,,ID3978,2021-03-11,N,30-12-1899 12:20:10,Streaming,,
Jim,N,,ID3983,2021-03-11,N,30-12-1899 12:38:53,Streaming,,
Jim,N,,ID4150,2021-03-14,N,30-12-1899 13:40:48,Streaming,,
Jim,N,,ID4441,2021-03-20,N,30-12-1899 12:24:29,Streaming,,
Jim,N,,ID4701,2021-03-25,N,30-12-1899 10:27:50,Streaming,,
Jim,N,,ID4962,2021-03-30,N,30-12-1899 15:08:38,Streaming,,
Jim,N,,ID4966,2021-03-30,N,30-12-1899 16:04:48,Streaming,,
Joe,N,,ID1042,2021-01-19,N,30-12-1899 10:13:26,Streaming,,
Joe,N,,ID1156,2021-01-21,N,30-12-1899 12:07:12,Streaming,,
Joe,N,,ID1625,2021-01-29,N,30-12-1899 16:10:34,Streaming,,
Joe,N,,ID2932,2021-02-20,N,30-12-1899 16:14:53,Streaming,,
Joe,N,,ID3469,2021-03-02,N,30-12-1899 11:32:38,Streaming,,
Joe,N,,ID3483,2021-03-02,N,30-12-1899 14:06:43,Streaming,,
Joe,N,,ID3712,2021-03-06,N,30-12-1899 11:28:19,Streaming,,
Joe,N,,ID3951,2021-03-11,N,30-12-1899 09:38:53,Streaming,,
Joe,N,,ID4036,2021-03-12,N,30-12-1899 10:12:00,Streaming,,
Joe,N,,ID4094,2021-03-13,N,30-12-1899 14:18:14,Streaming,,
Joe,N,,ID4232,2021-03-16,N,30-12-1899 10:23:31,Streaming,,
Joe,N,,ID4246,2021-03-16,N,30-12-1899 13:04:48,Streaming,,
Joe,N,,ID4295,2021-03-17,N,30-12-1899 13:24:58,Streaming,,
Joe,N,,ID4742,2021-03-26,N,30-12-1899 09:24:29,Streaming,,
Joe,N,,ID4992,2021-03-31,N,30-12-1899 14:13:55,Streaming,,
Martha,N,,ID1055,2021-01-19,N,30-12-1899 12:28:48,Streaming,,
Martha,N,,ID1104,2021-01-20,N,30-12-1899 11:24:00,Streaming,,
Martha,N,,ID1215,2021-01-22,N,30-12-1899 15:56:10,Streaming,,
Martha,N,,ID1268,2021-01-23,N,30-12-1899 14:13:55,Streaming,,
Martha,N,,ID1851,2021-02-02,N,30-12-1899 09:57:36,Streaming,,
Martha,N,,ID2032,2021-02-05,N,30-12-1899 09:37:26,Streaming,,
Martha,N,,ID2242,2021-02-08,N,30-12-1899 16:46:34,Streaming,,
Martha,N,,ID2529,2021-02-13,N,30-12-1899 16:16:19,Streaming,,
Martha,N,,ID3167,2021-02-25,N,30-12-1899 10:52:19,Streaming,,
Martha,N,,ID3224,2021-02-26,N,30-12-1899 10:24:58,Streaming,,
Martha,N,,ID3274,2021-02-27,N,30-12-1899 09:11:31,Streaming,,
Martha,N,,ID3584,2021-03-04,N,30-12-1899 10:43:41,Streaming,,
Martha,N,,ID4086,2021-03-13,N,30-12-1899 11:38:24,Streaming,,
Martha,N,,ID4233,2021-03-16,N,30-12-1899 10:35:02,Streaming,,
Martha,N,,ID4303,2021-03-17,N,30-12-1899 14:21:07,Streaming,,
Martha,N,,ID4398,2021-03-19,N,30-12-1899 12:59:02,Streaming,,
Martha,N,,ID4467,2021-03-20,N,30-12-1899 16:50:53,Streaming,,
Martha,N,,ID4471,2021-03-20,N,30-12-1899 17:44:10,Streaming,,
Martha,N,,ID4603,2021-03-23,N,30-12-1899 12:38:53,Streaming,,
Martha,N,,ID4611,2021-03-23,N,30-12-1899 14:26:53,Streaming,,
Martha,N,,ID4744,2021-03-26,N,30-12-1899 09:34:34,Streaming,,
Martha,N,,ID4822,2021-03-27,N,30-12-1899 15:17:17,Streaming,,
Martha,N,,ID4891,2021-03-29,N,30-12-1899 09:50:24,Streaming,,
Stewart,N,,ID1047,2021-01-19,N,30-12-1899 10:52:19,Streaming,,
Stewart,N,,ID1209,2021-01-22,N,30-12-1899 14:48:29,Streaming,,
Stewart,N,,ID1368,2021-01-25,N,30-12-1899 12:12:58,Streaming,,
Stewart,N,,ID1436,2021-01-26,N,30-12-1899 14:08:10,Streaming,,
Stewart,N,,ID2216,2021-02-08,N,30-12-1899 12:11:31,Streaming,,
Stewart,N,,ID2262,2021-02-09,N,30-12-1899 12:28:48,Streaming,,
Stewart,N,,ID2339,2021-02-10,N,30-12-1899 14:09:36,Streaming,,
Stewart,N,,ID2555,2021-02-14,N,30-12-1899 12:57:36,Streaming,,
Stewart,N,,ID2626,2021-02-15,N,30-12-1899 13:39:22,Streaming,,
Stewart,N,,ID2750,2021-02-17,N,30-12-1899 14:19:41,Streaming,,
Stewart,N,,ID3067,2021-02-23,N,30-12-1899 13:26:24,Streaming,,
Stewart,N,,ID3200,2021-02-25,N,30-12-1899 15:41:46,Streaming,,
Stewart,N,,ID3259,2021-02-26,N,30-12-1899 16:58:05,Streaming,,
Stewart,N,,ID3690,2021-03-05,N,30-12-1899 17:52:48,Streaming,,
Stewart,N,,ID3799,2021-03-07,N,30-12-1899 17:15:22,Streaming,,
Stewart,N,,ID3939,2021-03-10,N,30-12-1899 16:00:29,Streaming,,
Stewart,N,,ID4426,2021-03-20,N,30-12-1899 10:17:46,Streaming,,
Stewart,N,,ID4764,2021-03-26,N,30-12-1899 12:46:05,Streaming,,
Becky,N,,ID1172,2021-01-21,N,30-12-1899 17:26:53,Technical Support,,
Becky,N,,ID1191,2021-01-22,N,30-12-1899 10:37:55,Technical Support,,
Becky,N,,ID1270,2021-01-23,N,30-12-1899 14:52:48,Technical Support,,
Becky,N,,ID1558,2021-01-28,N,30-12-1899 14:57:07,Technical Support,,
Becky,N,,ID2326,2021-02-10,N,30-12-1899 12:20:10,Technical Support,,
Becky,N,,ID2348,2021-02-10,N,30-12-1899 16:26:24,Technical Support,,
Becky,N,,ID2613,2021-02-15,N,30-12-1899 11:48:29,Technical Support,,
Becky,N,,ID2697,2021-02-16,N,30-12-1899 16:32:10,Technical Support,,
Becky,N,,ID2908,2021-02-20,N,30-12-1899 12:51:50,Technical Support,,
Becky,N,,ID2992,2021-02-21,N,30-12-1899 17:19:41,Technical Support,,
Becky,N,,ID3019,2021-02-22,N,30-12-1899 14:32:38,Technical Support,,
Becky,N,,ID3232,2021-02-26,N,30-12-1899 11:44:10,Technical Support,,
Becky,N,,ID4148,2021-03-14,N,30-12-1899 13:24:58,Technical Support,,
Becky,N,,ID4235,2021-03-16,N,30-12-1899 11:12:29,Technical Support,,
Becky,N,,ID4458,2021-03-20,N,30-12-1899 15:43:12,Technical Support,,
Becky,N,,ID4571,2021-03-22,N,30-12-1899 14:51:22,Technical Support,,
Becky,N,,ID4917,2021-03-29,N,30-12-1899 13:45:07,Technical Support,,
Dan,N,,ID1060,2021-01-19,N,30-12-1899 12:59:02,Technical Support,,
Dan,N,,ID1179,2021-01-21,N,30-12-1899 17:38:24,Technical Support,,
Dan,N,,ID1697,2021-01-30,N,30-12-1899 16:49:26,Technical Support,,
Dan,N,,ID1791,2021-02-01,N,30-12-1899 12:07:12,Technical Support,,
Dan,N,,ID2133,2021-02-06,N,30-12-1899 14:52:48,Technical Support,,
Dan,N,,ID2397,2021-02-11,N,30-12-1899 12:34:34,Technical Support,,
Dan,N,,ID2462,2021-02-12,N,30-12-1899 12:14:24,Technical Support,,
Dan,N,,ID2482,2021-02-13,N,30-12-1899 09:14:24,Technical Support,,
Dan,N,,ID2509,2021-02-13,N,30-12-1899 12:47:31,Technical Support,,
Dan,N,,ID2802,2021-02-18,N,30-12-1899 11:38:24,Technical Support,,
Dan,N,,ID2866,2021-02-19,N,30-12-1899 16:04:48,Technical Support,,
Dan,N,,ID3026,2021-02-22,N,30-12-1899 15:18:43,Technical Support,,
Dan,N,,ID3142,2021-02-24,N,30-12-1899 17:16:48,Technical Support,,
Dan,N,,ID3144,2021-02-24,N,30-12-1899 17:28:19,Technical Support,,
Dan,N,,ID3609,2021-03-04,N,30-12-1899 14:49:55,Technical Support,,
Dan,N,,ID3800,2021-03-07,N,30-12-1899 17:15:22,Technical Support,,
Dan,N,,ID3819,2021-03-08,N,30-12-1899 13:07:41,Technical Support,,
Dan,N,,ID4145,2021-03-14,N,30-12-1899 13:16:19,Technical Support,,
Dan,N,,ID4647,2021-03-24,N,30-12-1899 09:50:24,Technical Support,,
Diane,N,,ID1912,2021-02-03,N,30-12-1899 12:40:19,Technical Support,,
Diane,N,,ID1958,2021-02-04,N,30-12-1899 09:36:00,Technical Support,,
Diane,N,,ID2000,2021-02-04,N,30-12-1899 14:03:50,Technical Support,,
Diane,N,,ID2221,2021-02-08,N,30-12-1899 14:15:22,Technical Support,,
Diane,N,,ID2283,2021-02-09,N,30-12-1899 15:20:10,Technical Support,,
Diane,N,,ID2433,2021-02-11,N,30-12-1899 17:02:24,Technical Support,,
Diane,N,,ID2473,2021-02-12,N,30-12-1899 15:53:17,Technical Support,,
Diane,N,,ID2548,2021-02-14,N,30-12-1899 10:52:19,Technical Support,,
Diane,N,,ID3127,2021-02-24,N,30-12-1899 15:41:46,Technical Support,,
Diane,N,,ID3173,2021-02-25,N,30-12-1899 11:42:43,Technical Support,,
Diane,N,,ID3395,2021-03-01,N,30-12-1899 09:57:36,Technical Support,,
Diane,N,,ID3569,2021-03-04,N,30-12-1899 09:43:12,Technical Support,,
Diane,N,,ID3749,2021-03-06,N,30-12-1899 17:22:34,Technical Support,,
Diane,N,,ID3793,2021-03-07,N,30-12-1899 16:43:41,Technical Support,,
Diane,N,,ID3972,2021-03-11,N,30-12-1899 11:26:53,Technical Support,,
Diane,N,,ID4498,2021-03-21,N,30-12-1899 12:00:00,Technical Support,,
Diane,N,,ID4657,2021-03-24,N,30-12-1899 11:08:10,Technical Support,,
Diane,N,,ID4747,2021-03-26,N,30-12-1899 10:06:14,Technical Support,,
Diane,N,,ID4829,2021-03-27,N,30-12-1899 15:43:12,Technical Support,,
Diane,N,,ID4875,2021-03-28,N,30-12-1899 16:04:48,Technical Support,,
Greg,N,,ID1067,2021-01-19,N,30-12-1899 13:36:29,Technical Support,,
Greg,N,,ID1195,2021-01-22,N,30-12-1899 11:42:43,Technical Support,,
Greg,N,,ID1506,2021-01-27,N,30-12-1899 16:01:55,Technical Support,,
Greg,N,,ID2029,2021-02-05,N,30-12-1899 09:27:22,Technical Support,,
Greg,N,,ID2266,2021-02-09,N,30-12-1899 12:47:31,Technical Support,,
Greg,N,,ID2274,2021-02-09,N,30-12-1899 13:06:14,Technical Support,,
Greg,N,,ID2629,2021-02-15,N,30-12-1899 14:28:19,Technical Support,,
Greg,N,,ID2854,2021-02-19,N,30-12-1899 14:26:53,Technical Support,,
Greg,N,,ID2907,2021-02-20,N,30-12-1899 12:51:50,Technical Support,,
Greg,N,,ID3401,2021-03-01,N,30-12-1899 11:13:55,Technical Support,,
Greg,N,,ID3471,2021-03-02,N,30-12-1899 11:57:07,Technical Support,,
Greg,N,,ID3515,2021-03-03,N,30-12-1899 09:20:10,Technical Support,,
Greg,N,,ID3832,2021-03-08,N,30-12-1899 14:35:31,Technical Support,,
Greg,N,,ID3906,2021-03-10,N,30-12-1899 09:18:43,Technical Support,,
Greg,N,,ID4052,2021-03-12,N,30-12-1899 13:29:17,Technical Support,,
Greg,N,,ID4253,2021-03-16,N,30-12-1899 13:56:38,Technical Support,,
Greg,N,,ID4496,2021-03-21,N,30-12-1899 11:55:41,Technical Support,,
